Car_Name,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,Selling_Price
Ford,2006,112535,Petrol,Trustmark Dealer,Automatic,Second Owner,26.91,2500,137.28,7,50000
BMW,2005,194300,Petrol,Dealer,Manual,Second Owner,29.09,2500,174.49,5,50000
Mahindra,2022,8051,Electric,Individual,Automatic,First Owner,17.96,3000,178.72,5,1406306.6
Hyundai,2012,174162,Diesel,Trustmark Dealer,Manual,Third Owner,13.65,2500,115.38,7,86721.26
Ford,2007,33805,Electric,Individual,Manual,Second Owner,33.87,1000,49.71,5,50000
Honda,2010,99978,Petrol,Dealer,Automatic,Second Owner,11.91,2500,197.26,6,50000
Toyota,2017,49557,Diesel,Individual,Automatic,First Owner,12.4,1000,46.04,5,210643.28
Kia,2013,138627,CNG,Individual,Automatic,Second Owner,22.37,3000,207.13,7,50000
BMW,2013,55241,Electric,Dealer,Automatic,Third Owner,30.48,1200,70.94,5,135766.98
Tata,2013,132838,Petrol,Trustmark Dealer,Automatic,First Owner,29.36,3000,209.83,6,133652.71
Maruti,2019,70994,Diesel,Dealer,Automatic,First Owner,33.44,1800,119.6,4,371774.89
Kia,2017,119005,Diesel,Dealer,Manual,First Owner,13.54,2500,143.92,5,351256.43
Tata,2020,21066,Petrol,Trustmark Dealer,Manual,Second Owner,19.39,2500,135.39,5,477760.31
Audi,2006,140793,Diesel,Dealer,Manual,First Owner,17.05,1500,105.26,7,50000
Maruti,2018,82982,Diesel,Dealer,Automatic,Second Owner,31.52,3000,158.78,5,320972.76
Hyundai,2010,11304,Electric,Individual,Manual,First Owner,22.21,3000,214.53,6,50000
Honda,2006,47967,Diesel,Individual,Manual,Third Owner,10.67,800,53.75,4,50000
Maruti,2012,83763,Petrol,Dealer,Manual,First Owner,27.7,1800,113.59,5,64923.88
Mahindra,2008,45462,Petrol,Trustmark Dealer,Automatic,First Owner,19.72,1500,82.13,5,50000
Tata,2018,125356,Petrol,Individual,Automatic,Second Owner,23.28,1200,57.84,6,80386.99
Hyundai,2015,76834,Petrol,Individual,Manual,First Owner,32.34,2500,171.04,6,145932.4
Mahindra,2018,116023,Diesel,Individual,Automatic,First Owner,16.42,1500,65.48,7,277533.06
Audi,2016,186227,Petrol,Individual,Manual,First Owner,16.01,1000,78.82,7,208384.51
Mahindra,2020,122771,Electric,Dealer,Manual,Second Owner,16.58,800,63.32,4,214319.23
BMW,2010,80842,Electric,Dealer,Automatic,Third Owner,18.45,800,36.17,7,50000
BMW,2005,7589,Diesel,Individual,Manual,Third Owner,12.68,1000,44.16,5,50000
Toyota,2016,130023,Electric,Individual,Automatic,First Owner,27.43,3000,169.53,7,466803.66
Kia,2011,173150,Diesel,Dealer,Manual,First Owner,15.18,2500,196.37,4,50000
Kia,2012,59918,Diesel,Individual,Manual,Second Owner,33.15,2500,140.03,7,50000
Hyundai,2013,149673,Petrol,Individual,Automatic,Second Owner,15.39,1800,98.19,5,50000
Audi,2006,12711,Diesel,Dealer,Manual,First Owner,16.39,1000,68.14,5,50000
Ford,2021,64430,Diesel,Dealer,Automatic,First Owner,17.43,2500,117.87,4,685989.07
BMW,2017,199399,CNG,Dealer,Automatic,First Owner,29.21,800,43.63,5,186995.15
Hyundai,2009,107605,Diesel,Individual,Manual,Second Owner,20.69,2500,129.13,5,50000
Ford,2014,8970,CNG,Dealer,Manual,First Owner,30.48,1200,76.87,7,58151.99
Kia,2016,74535,Diesel,Dealer,Manual,Third Owner,29.62,2500,116.28,6,102690.06
Toyota,2021,91570,Petrol,Individual,Manual,First Owner,33.24,1800,111.51,5,419918.03
Mahindra,2010,126315,Electric,Individual,Manual,First Owner,28.92,2000,148.6,5,50000
BMW,2007,172248,Diesel,Dealer,Manual,First Owner,11.3,1500,90.85,5,50000
Hyundai,2019,117111,Petrol,Dealer,Manual,First Owner,30.93,2000,134.68,7,311214.17
Maruti,2011,46730,Diesel,Individual,Manual,First Owner,33.45,1200,51.61,4,50000
Ford,2010,149457,Petrol,Trustmark Dealer,Automatic,First Owner,34.84,2000,115.92,5,50000
Mahindra,2008,128252,Diesel,Trustmark Dealer,Automatic,First Owner,13.13,2500,109.49,4,50000
BMW,2023,142022,Diesel,Individual,Automatic,First Owner,25.33,1800,115.16,5,1554425.66
Kia,2009,189081,Petrol,Dealer,Manual,First Owner,14.99,800,40.99,5,50000
Audi,2007,159470,Electric,Dealer,Automatic,Fourth & Above Owner,16.56,800,41.19,4,50000
Ford,2013,161349,Diesel,Dealer,Manual,Second Owner,28.64,1200,51.68,5,85226.41
Kia,2010,162833,Petrol,Dealer,Automatic,Second Owner,34.44,2000,104.82,5,50000
BMW,2017,68944,Diesel,Individual,Automatic,First Owner,24.87,3000,180.8,5,1576647.24
Ford,2008,167605,Electric,Dealer,Manual,First Owner,31.26,3000,190.16,5,50000
Mahindra,2006,112437,Petrol,Dealer,Automatic,First Owner,10.22,1800,76.8,4,50000
BMW,2008,131794,Petrol,Trustmark Dealer,Automatic,Second Owner,10.92,1500,99.09,4,50000
Tata,2012,77123,Petrol,Dealer,Automatic,First Owner,24.92,2500,148.89,5,118152.02
Hyundai,2017,27880,Petrol,Dealer,Automatic,First Owner,19.72,2000,122.95,7,235099.53
Mahindra,2014,177825,CNG,Dealer,Manual,Second Owner,32.24,3000,219.94,5,69292.2
Ford,2022,92829,Diesel,Individual,Manual,First Owner,17.55,3000,161.07,6,680389.1
Audi,2013,137633,Petrol,Individual,Manual,First Owner,20.8,2000,93.92,5,107660.45
Kia,2005,58205,Diesel,Dealer,Automatic,First Owner,23.2,1500,93.11,5,50000
Maruti,2017,111948,Petrol,Individual,Manual,Second Owner,16.83,1000,77.8,4,80600.18
Kia,2022,64810,Electric,Individual,Automatic,Second Owner,32.71,2500,151.79,5,824784.21
Ford,2019,118089,Electric,Individual,Manual,First Owner,21.61,1200,87.93,5,295532.19
Kia,2006,69482,Petrol,Trustmark Dealer,Manual,First Owner,20.6,2500,175.7,7,50000
Hyundai,2015,74192,CNG,Individual,Manual,Second Owner,31.24,1800,109.32,7,69653.02
BMW,2018,92154,Diesel,Individual,Automatic,First Owner,17.8,1200,79.08,5,704837.43
Maruti,2019,91066,Petrol,Dealer,Manual,Second Owner,30.44,1500,84.4,5,155550.05
Honda,2018,164402,Petrol,Dealer,Manual,Second Owner,13.06,1800,110.21,5,132794.16
Ford,2020,152211,Diesel,Dealer,Manual,First Owner,14.57,800,48.23,5,172127.29
Toyota,2019,133514,Diesel,Individual,Manual,First Owner,33.77,800,54.69,7,143865.13
Honda,2023,37977,Electric,Individual,Manual,Second Owner,31.06,2500,141,5,894243.55
Kia,2013,9983,Diesel,Individual,Automatic,First Owner,19.7,1800,79.18,7,80278.05
Ford,2009,175981,CNG,Dealer,Manual,First Owner,25.96,1200,85.86,5,50000
Tata,2009,54029,Diesel,Individual,Manual,Second Owner,33.57,1200,80.87,5,50000
Toyota,2015,157401,CNG,Trustmark Dealer,Automatic,First Owner,15.3,800,62.4,5,114922.17
Maruti,2008,127668,Diesel,Individual,Automatic,First Owner,11.48,800,45.72,5,50000
Audi,2022,172806,Petrol,Individual,Automatic,First Owner,23.44,1500,64.69,5,1142769.95
Tata,2007,47837,Diesel,Individual,Manual,Second Owner,13.56,1800,80.76,5,50000
Honda,2008,122512,CNG,Trustmark Dealer,Automatic,First Owner,14.68,1200,85.12,5,50000
BMW,2018,71786,Petrol,Individual,Automatic,Fourth & Above Owner,32.29,3000,128.13,4,795090.4
Hyundai,2011,9758,CNG,Individual,Automatic,Second Owner,10.19,1500,114.47,5,50000
Audi,2012,107667,Petrol,Dealer,Manual,First Owner,30.42,1200,61.52,5,143101.79
Tata,2020,113119,Diesel,Dealer,Manual,First Owner,22.92,800,60.76,6,94355.23
BMW,2019,105157,CNG,Individual,Automatic,First Owner,23.98,1800,127.69,6,972089.94
BMW,2011,87673,Petrol,Dealer,Manual,Second Owner,26.79,1000,74.85,5,50000
Ford,2021,102639,Petrol,Trustmark Dealer,Manual,Third Owner,20.79,1800,87.41,5,242252.69
Tata,2016,157904,Petrol,Dealer,Automatic,Second Owner,12.89,2000,127.66,5,121415.07
Maruti,2022,137940,CNG,Trustmark Dealer,Automatic,First Owner,12.57,3000,131.23,6,559342.81
Kia,2018,119869,Petrol,Dealer,Manual,Second Owner,28.86,3000,144.27,4,322948.64
Toyota,2019,186737,Electric,Dealer,Automatic,First Owner,15.53,3000,157.19,5,712834.31
Toyota,2019,177934,Petrol,Trustmark Dealer,Manual,Second Owner,10.7,1000,69.63,5,61512.19
Honda,2009,24728,Electric,Dealer,Manual,Second Owner,34.49,2500,102.47,6,50000
Honda,2020,108542,Electric,Dealer,Automatic,First Owner,34.51,2500,190.31,4,759995.89
Toyota,2009,98565,Diesel,Dealer,Manual,First Owner,19.45,1500,64.25,5,50000
Maruti,2006,175929,Diesel,Individual,Manual,Second Owner,10.64,1000,55.06,5,50000
Hyundai,2013,164255,Diesel,Dealer,Automatic,Second Owner,28.18,1000,43.24,4,50000
Mahindra,2013,155012,Diesel,Individual,Manual,First Owner,30.78,1500,106.14,6,50000
Kia,2008,130019,Petrol,Individual,Manual,First Owner,13.13,1800,82.17,5,50000
Hyundai,2019,141352,Petrol,Individual,Automatic,Second Owner,13.39,1500,113.09,7,221114.16
Ford,2015,107548,Petrol,Individual,Automatic,First Owner,30.56,2000,122.42,4,184229.92
Mahindra,2005,138236,Petrol,Individual,Automatic,First Owner,33.05,800,62.35,5,50000
Mahindra,2022,126289,Petrol,Dealer,Automatic,First Owner,29.77,2500,129.04,6,576435.26
Tata,2005,134068,Diesel,Individual,Manual,First Owner,15.02,800,46.54,5,50000
Maruti,2012,84624,Electric,Dealer,Automatic,Second Owner,20.29,2500,169.42,5,50000
Maruti,2020,154477,Petrol,Individual,Manual,Fourth & Above Owner,25.02,1000,73.28,5,60918.18
Mahindra,2022,7821,Diesel,Dealer,Automatic,Second Owner,14.01,3000,170.56,6,894107.55
Tata,2013,60090,Petrol,Trustmark Dealer,Manual,First Owner,15.27,1500,113.55,4,50000
Kia,2016,158588,CNG,Dealer,Automatic,Second Owner,17.07,1500,67.08,6,86431.12
Mahindra,2023,146545,Electric,Dealer,Manual,First Owner,22.74,1500,102.52,5,468538.88
Audi,2022,51454,CNG,Individual,Manual,First Owner,22.77,3000,161.78,7,2347411.49
Honda,2009,178602,Electric,Individual,Automatic,Third Owner,30.36,2000,88.11,5,50000
Honda,2006,109273,Petrol,Dealer,Automatic,First Owner,28.83,2000,110.93,4,50000
Hyundai,2011,109472,CNG,Individual,Automatic,Fourth & Above Owner,32.84,3000,225.63,5,50000
Ford,2014,160870,Diesel,Individual,Manual,First Owner,30.82,1800,142.6,7,58682.31
Honda,2019,136935,Petrol,Trustmark Dealer,Manual,Second Owner,16.35,3000,167.14,6,322908.47
BMW,2011,21148,Electric,Individual,Automatic,First Owner,18.28,1200,90.55,5,50000
Hyundai,2009,91545,Petrol,Dealer,Automatic,First Owner,22.51,2500,150.97,5,50000
Honda,2019,59459,Diesel,Dealer,Automatic,First Owner,10.36,1200,82.42,5,239382.85
Ford,2019,89224,Petrol,Trustmark Dealer,Automatic,Third Owner,32.6,1200,50.18,4,90206.4
Maruti,2014,71189,Petrol,Individual,Automatic,Second Owner,11.11,3000,186.88,5,97349.87
Maruti,2018,144201,Diesel,Dealer,Manual,Third Owner,18.06,2500,107.02,5,201654.8
Kia,2014,96954,Diesel,Dealer,Automatic,Second Owner,24.23,1800,91.34,5,113987.61
Mahindra,2021,28118,Petrol,Individual,Automatic,Third Owner,22.95,1500,94.01,5,385675.37
Audi,2018,136515,Petrol,Dealer,Automatic,First Owner,26.36,1200,86.74,6,486461.26
Maruti,2006,163113,CNG,Dealer,Automatic,First Owner,23.19,3000,187.31,5,50000
Tata,2020,94379,Petrol,Dealer,Automatic,Second Owner,15.73,1500,116.17,5,190503.67
Honda,2017,26053,Petrol,Dealer,Manual,Second Owner,15.03,3000,217.24,5,384674.7
Tata,2013,101384,Electric,Dealer,Manual,Second Owner,32.68,1000,46.25,5,56870.72
Ford,2011,173276,CNG,Individual,Manual,First Owner,16.6,1200,66.67,5,50000
Maruti,2020,122545,Petrol,Dealer,Automatic,First Owner,17.02,1000,66.74,5,252645.41
Audi,2014,178312,Diesel,Dealer,Automatic,Third Owner,20.32,1800,139.57,5,161301.15
Ford,2013,131675,CNG,Dealer,Manual,Second Owner,13.49,800,63.61,5,50000
BMW,2011,98749,CNG,Dealer,Automatic,First Owner,22.68,2000,141.05,7,50000
BMW,2020,197174,Diesel,Dealer,Manual,Second Owner,26.63,2500,157.38,5,944027.93
Tata,2013,144363,Petrol,Dealer,Manual,Third Owner,29.65,3000,210.79,5,50000
Mahindra,2021,21285,Petrol,Individual,Automatic,First Owner,27.79,1800,91.67,6,558960.84
Hyundai,2011,66589,Petrol,Dealer,Automatic,Third Owner,13.69,1800,92.42,5,77279.59
Mahindra,2015,18944,Diesel,Dealer,Manual,Third Owner,21.4,1800,119.11,5,194141.34
Kia,2012,106041,Petrol,Dealer,Manual,Third Owner,10.96,1200,89.85,5,50000
Mahindra,2011,93876,Diesel,Individual,Manual,Third Owner,10.44,1000,78.79,5,50000
Kia,2023,100561,Petrol,Trustmark Dealer,Manual,Second Owner,21,2000,107.31,5,479699.68
Kia,2016,59391,Petrol,Dealer,Manual,First Owner,16.32,1200,86.23,4,176179.97
Audi,2011,6607,CNG,Trustmark Dealer,Manual,First Owner,27.08,800,59.25,7,83322.74
Maruti,2012,7953,Diesel,Dealer,Manual,First Owner,28.11,2500,162.32,5,50000
Audi,2011,49941,Petrol,Individual,Manual,First Owner,32.39,2500,134.76,5,50000
Kia,2010,66683,CNG,Dealer,Manual,First Owner,29.02,2000,129.53,5,50000
Ford,2013,114588,Petrol,Individual,Manual,First Owner,11.21,2500,158.44,5,97307.42
BMW,2017,127080,Diesel,Individual,Automatic,First Owner,19.29,2500,160.65,5,1059873.37
Kia,2011,16154,Diesel,Dealer,Automatic,First Owner,16.83,1800,116.59,6,50000
Audi,2012,130542,Petrol,Individual,Manual,Third Owner,19.65,1500,110.82,7,50000
Ford,2021,145119,CNG,Individual,Manual,First Owner,14,800,37.44,5,181496.22
Audi,2021,93529,Diesel,Dealer,Manual,Second Owner,12.44,1000,54.69,5,672501.13
Mahindra,2020,19323,Diesel,Dealer,Manual,Second Owner,23.02,3000,190.32,6,551801.37
Honda,2006,42693,Petrol,Dealer,Manual,First Owner,28.01,800,41.07,5,50000
Tata,2012,194802,Petrol,Individual,Manual,Third Owner,27.55,1200,94.95,5,50000
Hyundai,2021,94170,Electric,Individual,Manual,Second Owner,21.27,2500,126.32,5,562583.29
Audi,2017,162364,Petrol,Dealer,Automatic,First Owner,23.06,1500,88.18,7,629564.37
Hyundai,2022,50111,Diesel,Individual,Manual,First Owner,22.91,3000,225.28,5,820585.1
Toyota,2014,44491,Diesel,Trustmark Dealer,Manual,First Owner,27.29,1200,51.84,7,126422.04
Audi,2006,54336,Diesel,Individual,Automatic,First Owner,11.2,2000,145.66,5,50000
Honda,2006,21905,Petrol,Individual,Manual,First Owner,27.75,1800,113.11,5,50000
Hyundai,2018,35273,Petrol,Individual,Manual,Second Owner,24.56,2500,103.18,5,380435.3
Kia,2020,130191,Diesel,Dealer,Manual,Third Owner,14.95,1800,137.01,5,187969.71
Audi,2011,120936,Petrol,Dealer,Manual,Second Owner,11.23,800,33.25,6,50000
Maruti,2016,162306,Petrol,Individual,Automatic,First Owner,12.71,1800,109.1,5,127114.19
Tata,2018,71538,Petrol,Dealer,Manual,First Owner,23.12,1800,75.53,5,179838.84
Honda,2008,109570,Petrol,Trustmark Dealer,Manual,First Owner,28.96,2000,85.7,5,50000
Hyundai,2008,168645,CNG,Dealer,Manual,First Owner,18.37,1000,75.49,5,73064.03
Honda,2022,98339,Petrol,Dealer,Manual,First Owner,19.48,1000,70.63,5,299327.84
Ford,2007,126132,Petrol,Trustmark Dealer,Automatic,Third Owner,33.35,1200,57.45,4,50000
Tata,2005,133993,Petrol,Individual,Automatic,First Owner,15.33,2500,162.05,5,50000
Kia,2021,16330,Diesel,Dealer,Manual,Third Owner,12.59,1200,86.14,7,285417.13
Audi,2011,77553,Diesel,Individual,Manual,First Owner,18.59,1000,75.58,5,50000
Audi,2020,177425,Petrol,Individual,Manual,Fourth & Above Owner,28.65,800,46.99,6,150807.97
Audi,2009,152083,Diesel,Individual,Automatic,Second Owner,25.65,1000,75.9,5,50000
Tata,2023,88537,Diesel,Dealer,Manual,Second Owner,20.39,1200,72.38,5,200759.97
Maruti,2011,65985,CNG,Individual,Manual,First Owner,34.12,1500,101.29,5,50000
Toyota,2018,22044,CNG,Trustmark Dealer,Manual,Third Owner,28.37,2500,197.9,6,266992.08
BMW,2006,174364,Petrol,Dealer,Manual,Third Owner,11.55,1800,88.99,5,50000
Mahindra,2007,127304,Petrol,Trustmark Dealer,Manual,Second Owner,28.62,2000,93.48,7,50000
Hyundai,2021,141322,Petrol,Trustmark Dealer,Manual,Second Owner,10.6,1500,80.52,5,246971.45
Maruti,2020,28289,Petrol,Individual,Manual,Second Owner,26.26,1500,69.86,4,276799.78
Kia,2012,38087,Electric,Individual,Manual,First Owner,15.26,1800,92.46,5,66884.2
Hyundai,2022,80952,Petrol,Dealer,Manual,Second Owner,27.41,1000,69.72,5,221277.6
Audi,2019,41368,Petrol,Dealer,Automatic,Third Owner,17.74,3000,177.3,5,1406854.88
Honda,2011,125648,Diesel,Individual,Manual,First Owner,31.83,2500,137.5,6,50000
Kia,2013,75815,Diesel,Trustmark Dealer,Manual,First Owner,18.42,800,43.8,7,50000
Hyundai,2010,95693,Petrol,Individual,Automatic,First Owner,25.49,1500,71.67,6,50000
Audi,2022,197112,Petrol,Individual,Manual,Second Owner,17.15,800,46.32,7,374969.35
Hyundai,2022,63900,Petrol,Dealer,Automatic,First Owner,32.93,2000,129.97,7,577075.07
Honda,2018,20494,Diesel,Dealer,Automatic,First Owner,29.52,2000,91.13,7,557252.25
Audi,2018,121486,Petrol,Dealer,Manual,First Owner,16.08,2000,157.83,5,872456.57
Toyota,2018,181238,Petrol,Dealer,Automatic,Second Owner,33.72,1200,69.28,5,122493.26
Maruti,2008,161405,Diesel,Individual,Manual,First Owner,18.93,1500,116.88,4,50000
Ford,2008,38050,Petrol,Dealer,Manual,Second Owner,26.3,2000,90.77,5,50000
Mahindra,2019,102799,Diesel,Individual,Manual,First Owner,28.57,1200,84.83,7,239794.8
Tata,2019,136016,Diesel,Dealer,Manual,Second Owner,10.57,2000,129.41,5,189498.41
Mahindra,2022,93257,Petrol,Individual,Automatic,Fourth & Above Owner,33.97,1000,72.8,5,98932.38
Kia,2018,53070,Electric,Individual,Automatic,First Owner,18.61,1500,96.04,5,360587.45
Mahindra,2005,10166,Diesel,Dealer,Automatic,First Owner,14.74,1200,94.22,5,50000
Audi,2014,143193,Petrol,Dealer,Automatic,Third Owner,31.27,2000,130.15,5,194312.84
Toyota,2014,150749,Diesel,Dealer,Automatic,First Owner,27.57,2500,178.46,5,117234.36
Ford,2014,192633,Diesel,Trustmark Dealer,Automatic,First Owner,12.17,1200,90.12,5,94641.3
Maruti,2006,92409,Diesel,Dealer,Manual,Third Owner,12.93,2000,137.17,5,50000
Maruti,2012,42664,Petrol,Individual,Manual,Fourth & Above Owner,27.88,1000,60.97,5,50000
Honda,2005,134926,Electric,Trustmark Dealer,Manual,Second Owner,11.87,800,40.73,5,50000
Tata,2005,6293,Petrol,Individual,Automatic,First Owner,32.93,3000,222.54,5,50000
Hyundai,2008,158515,Petrol,Dealer,Manual,First Owner,28.54,2000,118.45,5,50000
Toyota,2011,54212,Petrol,Trustmark Dealer,Manual,First Owner,18.39,800,51.86,4,50000
Hyundai,2013,80276,Petrol,Dealer,Manual,Second Owner,19.07,1500,64.75,7,50000
Ford,2020,17559,CNG,Dealer,Manual,Second Owner,22.66,1000,59.89,5,159707.73
Mahindra,2009,70231,Petrol,Trustmark Dealer,Manual,Third Owner,19.02,2500,169.82,7,50000
Maruti,2006,113277,Petrol,Individual,Manual,First Owner,29.59,1500,95.04,6,50000
Ford,2015,175116,CNG,Dealer,Automatic,Second Owner,34.37,2500,144.86,6,160816.31
Mahindra,2022,26747,Petrol,Dealer,Manual,First Owner,24.61,800,39.15,5,260676.61
Maruti,2023,166201,Petrol,Dealer,Automatic,First Owner,21.15,1000,52.39,5,169986.15
Mahindra,2017,5037,Petrol,Individual,Manual,Second Owner,15.57,1800,122.44,5,280373.6
Tata,2015,109294,Petrol,Dealer,Manual,First Owner,26.34,1000,48.97,4,162809.55
Toyota,2023,102847,Petrol,Trustmark Dealer,Manual,Second Owner,27.14,1000,64.87,7,213430.09
Kia,2021,108742,Diesel,Trustmark Dealer,Manual,Second Owner,27.13,2500,158.97,5,474871.5
Ford,2009,53503,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,10.67,1800,141.87,7,50000
Ford,2017,33207,Petrol,Dealer,Manual,Second Owner,32.48,1200,50.92,6,96705.02
BMW,2005,38241,Diesel,Individual,Manual,Third Owner,18.45,1200,53.19,4,50000
Audi,2014,136130,Diesel,Trustmark Dealer,Manual,Second Owner,28.6,1200,72.29,5,291064.2
Tata,2012,101171,Petrol,Trustmark Dealer,Manual,First Owner,29,800,48.87,5,50000
Tata,2012,150906,Diesel,Dealer,Automatic,First Owner,26.26,1000,41.6,5,50000
Hyundai,2023,122302,Petrol,Dealer,Automatic,Second Owner,19.87,2000,146.07,5,400745.97
Mahindra,2010,163262,Diesel,Dealer,Manual,Second Owner,25.21,1800,107.62,7,50000
Audi,2016,77832,Diesel,Individual,Automatic,Second Owner,11,2000,107.73,5,754342.24
Toyota,2011,26383,Petrol,Individual,Manual,First Owner,29.05,800,42.2,5,50000
Toyota,2020,129291,Electric,Individual,Automatic,First Owner,12.49,1800,134.02,5,592529.97
Tata,2013,160732,Petrol,Dealer,Automatic,First Owner,19.92,2000,95.74,5,50000
Toyota,2014,7674,Diesel,Dealer,Automatic,Second Owner,12.59,3000,139.25,5,339075.6
BMW,2014,119100,Petrol,Dealer,Manual,Second Owner,30.93,2500,121.32,5,293246.58
Ford,2014,114369,Diesel,Dealer,Manual,Second Owner,23.76,800,52,5,50000
Honda,2020,27820,Diesel,Dealer,Manual,First Owner,27.27,800,57.95,5,179351.79
Kia,2005,161738,CNG,Individual,Manual,First Owner,27.06,3000,159.72,5,50000
Hyundai,2021,48794,Petrol,Individual,Manual,Second Owner,31.04,800,37.55,5,216582.68
Mahindra,2018,138148,Diesel,Individual,Manual,Second Owner,13.31,1800,87.06,7,226963.06
Kia,2023,133544,Diesel,Dealer,Manual,First Owner,26.49,2000,129.53,5,591609
Mahindra,2021,188414,Diesel,Dealer,Manual,Second Owner,24.38,2000,99.68,5,315955.45
Maruti,2018,42555,Diesel,Dealer,Automatic,First Owner,10.77,1500,112.64,4,187565.76
Kia,2012,191280,Diesel,Trustmark Dealer,Automatic,Second Owner,15.04,800,35.32,4,50000
Honda,2013,37406,Petrol,Dealer,Automatic,Third Owner,16.69,1200,49.55,7,50000
Tata,2012,197644,Petrol,Individual,Manual,Second Owner,11.81,1000,43.54,7,50000
BMW,2017,45262,Diesel,Dealer,Automatic,Second Owner,18.87,2500,184.56,5,1021907.46
Ford,2021,96320,Petrol,Trustmark Dealer,Automatic,First Owner,10.68,2500,165.12,7,625562.32
Ford,2023,159288,Electric,Individual,Manual,Second Owner,23.83,1500,117.46,7,349982.62
BMW,2011,35284,Diesel,Dealer,Manual,Second Owner,15.29,1500,80.18,5,50000
Audi,2021,156243,Electric,Individual,Automatic,Second Owner,17.18,1800,87.31,7,1373621.5
Maruti,2005,95627,Petrol,Dealer,Manual,Second Owner,32.76,1500,93.72,5,50000
Mahindra,2009,150405,CNG,Trustmark Dealer,Manual,First Owner,22.57,2000,123.03,5,50000
Honda,2010,166607,CNG,Dealer,Manual,Fourth & Above Owner,16.73,1800,114.55,6,50000
Toyota,2006,94023,Diesel,Dealer,Manual,Second Owner,24.96,1800,97.02,4,50000
Kia,2020,169772,Diesel,Individual,Automatic,First Owner,15.04,2500,100.59,7,559328.57
Maruti,2009,46516,Petrol,Individual,Automatic,Second Owner,11.86,2500,103.5,5,50000
Kia,2009,20577,CNG,Dealer,Manual,First Owner,10.52,1200,79.86,7,50000
Honda,2016,20015,Diesel,Individual,Manual,First Owner,33.79,800,48.74,5,69742.83
Hyundai,2007,96104,Petrol,Dealer,Manual,First Owner,28.12,3000,218.52,5,50000
Hyundai,2020,119412,Petrol,Dealer,Manual,Second Owner,30,3000,156.05,4,425885.75
Maruti,2010,96740,Electric,Individual,Manual,Third Owner,34.52,1500,108.93,7,50000
Tata,2019,157308,CNG,Dealer,Automatic,Second Owner,33.29,800,45.62,5,123579.54
Honda,2019,71640,Electric,Dealer,Manual,Second Owner,28.42,800,35.09,5,116619.78
Honda,2020,88190,Diesel,Individual,Manual,First Owner,27.35,800,63.29,5,160402.27
BMW,2017,134516,Petrol,Dealer,Automatic,First Owner,18.42,1800,108.86,5,733104.6
Tata,2016,181776,Petrol,Individual,Manual,First Owner,12.6,800,52.14,7,50000
Mahindra,2014,178441,Petrol,Dealer,Automatic,Second Owner,24.34,1500,100.25,4,50000
Mahindra,2018,139718,Petrol,Dealer,Automatic,Third Owner,24.41,1800,98.09,5,147963.34
Toyota,2006,92007,Petrol,Dealer,Automatic,First Owner,33.81,1500,104.85,5,50000
Ford,2007,161978,Petrol,Individual,Manual,Second Owner,21.06,1800,134.66,5,50000
Hyundai,2013,52728,Petrol,Individual,Manual,Third Owner,27.27,3000,166.46,5,50000
Mahindra,2015,19878,Electric,Dealer,Manual,First Owner,24.37,1000,66.28,6,109936.11
Tata,2015,133925,Petrol,Dealer,Manual,Second Owner,14.42,1000,70.28,7,60163.62
Honda,2014,14145,CNG,Trustmark Dealer,Automatic,Second Owner,24.8,3000,142.82,5,223692.8
Mahindra,2018,93578,Diesel,Dealer,Automatic,Second Owner,23.5,1000,53.3,5,185803.06
Honda,2013,23226,Petrol,Trustmark Dealer,Automatic,First Owner,22.35,1000,44.35,7,56192.74
Mahindra,2014,7802,Petrol,Dealer,Automatic,Second Owner,22.84,3000,192.27,4,269437.32
Hyundai,2013,29119,Petrol,Individual,Automatic,Second Owner,14.1,1800,129.67,5,94708.9
Kia,2009,68560,Petrol,Dealer,Manual,First Owner,21.59,800,51.55,5,50000
Mahindra,2012,62353,Diesel,Trustmark Dealer,Manual,Second Owner,25.14,3000,141.57,5,50000
Tata,2015,128001,Petrol,Individual,Automatic,First Owner,22.24,1200,74.23,5,62601.29
Mahindra,2005,198198,Petrol,Dealer,Manual,Third Owner,22.22,2500,183.49,7,50000
Ford,2014,76641,Petrol,Dealer,Manual,Second Owner,11.94,2000,104.22,5,134724.21
Hyundai,2005,56712,Electric,Individual,Manual,Third Owner,14.77,1200,87.97,6,50000
Tata,2011,188261,Diesel,Individual,Automatic,First Owner,18.02,1000,71.38,5,50000
BMW,2018,193856,Diesel,Dealer,Manual,First Owner,20.48,800,32.7,5,230012.21
Tata,2009,135085,Petrol,Dealer,Automatic,First Owner,24.85,1500,74.37,4,50000
Ford,2021,73285,Diesel,Individual,Automatic,First Owner,31.58,800,49.37,6,218736.08
Kia,2010,120278,Diesel,Dealer,Manual,First Owner,13.98,1500,103.06,5,50000
Hyundai,2020,179021,Diesel,Individual,Manual,Second Owner,10.38,1200,90.27,5,50000
BMW,2015,170201,Electric,Dealer,Manual,First Owner,21.23,800,52.51,7,186818.75
Ford,2014,29512,Petrol,Trustmark Dealer,Automatic,Second Owner,20.8,800,44.17,6,50000
Ford,2019,107077,Electric,Trustmark Dealer,Automatic,First Owner,23.8,2000,94.77,7,519987.28
